2019/08/27 15:03:15.682|Trace|15|80000013-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpResponse { StatusCode = 200, ProcessingTime = 10 }||LoggingMiddleware.Invoke
2019/08/27 15:03:17.700|Trace|16|80000014-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpRequest { RemoteIP = ::1, Method = GET, Path = /api/hidden/delete-all, ResourceURI = http://localhost:50663/api/hidden/delete-all }||LoggingMiddleware.Invoke
2019/08/27 15:03:17.719|Trace|16|80000014-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpResponse { StatusCode = 200, ProcessingTime = 6 }||LoggingMiddleware.Invoke
2019/08/27 15:03:25.658|Trace|15|80000016-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpRequest { RemoteIP = ::1, Method = GET, Path = /api/hidden/fill-all, ResourceURI = http://localhost:50663/api/hidden/fill-all }||LoggingMiddleware.Invoke
2019/08/27 15:03:26.819|Trace|5|80000016-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpResponse { StatusCode = 200, ProcessingTime = 1146 }||LoggingMiddleware.Invoke
2019/08/27 15:03:36.774|Trace|8|80000018-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpRequest { RemoteIP = ::1, Method = GET, Path = /api/students, ResourceURI = http://localhost:50663/api/students }||LoggingMiddleware.Invoke
2019/08/27 15:03:36.807|Info|8|80000018-0000-fc00-b63f-84710c7967bb|eGradeBook.Controllers.StudentsController|User {"UserId":1, "UserRole":"admins"} requested all students||StudentsController.GetAllStudents
2019/08/27 15:03:36.827|Info|8|80000018-0000-fc00-b63f-84710c7967bb|eGradeBook.Services.StudentsService|Service received request for returning all students||StudentsService.GetAllStudentsDto
2019/08/27 15:03:36.842|Trace|8|80000018-0000-fc00-b63f-84710c7967bb|eGradeBook.Repositories.GenericRepository`1|"eGradeBook.Models.StudentUser" repository Get request with filter and all||GenericRepository`1.Get
2019/08/27 15:03:36.909|Trace|5|80000018-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpResponse { StatusCode = 200, ProcessingTime = 112 }||LoggingMiddleware.Invoke
2019/08/27 15:03:46.840|Trace|27|8000001a-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpRequest { RemoteIP = ::1, Method = GET, Path = /api/teachers, ResourceURI = http://localhost:50663/api/teachers }||LoggingMiddleware.Invoke
2019/08/27 15:03:46.865|Info|27|8000001a-0000-fc00-b63f-84710c7967bb|eGradeBook.Controllers.TeachersController|User {"UserId":1, "UserRole":"admins"} is requesting a list of all teacher||TeachersController.GetAllTeachers
2019/08/27 15:03:46.889|Info|27|8000001a-0000-fc00-b63f-84710c7967bb|eGradeBook.Services.StudentsService|Service received request for retrieving all teachers||TeachersService.GetAllTeachersDtos
2019/08/27 15:03:46.905|Trace|27|8000001a-0000-fc00-b63f-84710c7967bb|eGradeBook.Repositories.GenericRepository`1|"eGradeBook.Models.TeacherUser" repository Get request with filter and all||GenericRepository`1.Get
2019/08/27 15:03:46.931|Trace|27|8000001a-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpResponse { StatusCode = 200, ProcessingTime = 70 }||LoggingMiddleware.Invoke
2019/08/27 15:04:20.458|Trace|25|8000001c-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpRequest { RemoteIP = ::1, Method = GET, Path = /api/teachers/4/report, ResourceURI = http://localhost:50663/api/teachers/4/report }||LoggingMiddleware.Invoke
2019/08/27 15:04:20.481|Info|25|8000001c-0000-fc00-b63f-84710c7967bb|eGradeBook.Controllers.TeachersController|Get Report teacher 4 by {"UserId":1, "UserRole":"admins"}||TeachersController.GetTeacherReport
2019/08/27 15:04:20.509|Trace|25|8000001c-0000-fc00-b63f-84710c7967bb|eGradeBook.Repositories.GenericRepository`1|"eGradeBook.Models.TeacherUser" repository Get request with filter and all||GenericRepository`1.Get
2019/08/27 15:04:20.658|Trace|26|8000001c-0000-fc00-b63f-84710c7967bb|eGradeBook.Providers.LoggingMiddleware|HttpResponse { StatusCode = 200, ProcessingTime = 181 }||LoggingMiddleware.Invoke
